"Invalid return, missing order id.","Nieprawidłowy zwrot, brakujący identyfikator zamówienia."
"IP Filtering","Adres(y) IP do testowania."
"Limit & Sorting","Ustawienia ryzyka i sortowanie"
"Live","Na żywo"
"Minimum Order Total","Minimalna wartość zamówienia"
"New order email sent","Wysłano e-mail z nowym zamówieniem"
"No order found for transaction id %1","Nie znaleziono zamówienia dla identyfikatora transakcji %1"
"Notified customer about invoice #%1","Powiadomiono klienta o fakturze #%1"
"Order not found","Nie znaleziono zamówienia"
"OrderId not set","Nie ustawiono identyfikatora zamówienia"
"Payment Description","Opis płatności"
"Payment failed with an error","Płatność nie powiodła się z powodu błędu"
"Payment from Applicable Countries","Zezwalaj na płatność z odpowiednich krajów"
"Payment from Specific Countries","Zezwalaj na płatność z określonych krajów"
"Payment instructions:","Instrukcje płatności:"
"Payment is cancelled","Płatność została anulowana"
"Payment is completed","Płatność została zakończona"
"Payment is pending","Płatność jest w toku"
"Place Order","Złóż zamówienie"
"Please use the following payment information:","Proszę użyć następujących informacji o płatności:"
"Product","Produkt"
"Reference: %1","Referencja: %1"
"Resolves issue when curl.cacert path is not set in PHP.ini","Rozwiązuje problem, gdy ścieżka curl.cacert nie jest ustawiona w PHP.ini"
"Send Invoice Email","Wyślij e-mail z fakturą"
"Send order mail","Wyślij e-mail z potwierdzeniem zamówienia do kupującego"
"Set the notification for to Notify the customer with the Invoice","Wyślij e-mail z fakturą do klienta"
"Set the order status before the customer is redirected to Payment Gateway","Ustaw status zamówienia przed przekierowaniem klienta do bramki płatności"
"Set the order status for Completed Payments","Ustaw status zamówienia dla zakończonych płatności"
"Settings","Ustawienia"
"Something went wrong.","Coś poszło nie tak."
"Sort Order","Kolejność sortowania"
"Status Pending","Status Oczekujący"
"Status Processing","Status Przetwarzania"
"Test API Key","Testowy klucz API"
"Test","Test"
"Thank you for your purchase!","Twoje zamówienie zostało złożone pomyślnie. Dziękujemy za zamówienie!"
"The order was canceled","Zamówienie zostało anulowane"
"There was an error checking the transaction status.","Wystąpił błąd podczas sprawdzania statusu transakcji."
"There was a problem processing your payment because it expired. Please try again.","Wystąpił problem z przetwarzaniem płatności, ponieważ wygasła. Proszę spróbować ponownie."
"There was a problem processing your payment because it failed. Please try again.","Wystąpił problem z przetwarzaniem płatności, ponieważ nie powiodła się. Proszę spróbować ponownie."
"There was a problem processing your payment because it has been cancelled. Please try again.","Wystąpił problem z przetwarzaniem płatności, ponieważ została anulowana. Proszę spróbować ponownie."
"Title","Tytuł"
"Transaction Error","Błąd transakcji"
"Transaction not found","Nie znaleziono transakcji"
"Use %id% for order increment id","Użyj %id% dla przyrostowego identyfikatora zamówienia"
"Version","Wersja"
"Webhook URL","Adres URL webhooka"
"When activated the debug file will be located in: var/log/gingerpay/debug.log","Gdy ustawienia debugowania są aktywowane, plik debugowania będzie znajdować się w: var/log/nopayn"
"Your order has been received. Thank you for your purchase! We will dispatch your order as soon as possible. For any questions, please contact our customer support.","Twoje zamówienie zostało przyjęte. Dziękujemy za zakup! Wyślemy Twoje zamówienie tak szybko, jak to możliwe. W razie pytań prosimy o kontakt z naszym działem obsługi klienta."
"Your order has been received.","Twoje zamówienie zostało przyjęte."
"Your order %id% at %name%","Twoje zamówienie %id% w %name%"
"API Key is not valid: NoPayn Online payment methods deactivated","Klucz API jest nieprawidłowy: metody płatności NoPayn zostały dezaktywowane"
"Refund is not completed.","Zwrot nie został zakończony."
"Male","Mężczyzna"
"Female","Kobieta"
"Please select your gender","Proszę wybrać płeć"
"Enter your date of birth","Wprowadź datę urodzenia"
"our shop","nasz sklep"
"Some payments will be missing. To use them, set %1 in Stores -> Configuration -> General -> Currency setup", "Niektóre płatności będą niedostępne. Aby ich użyć, ustaw %1 w Sklepy -> Konfiguracja -> Ogólne -> Ustawienia waluty"
"Show Payment Logo's", "Pokaż logo płatności"
"Maximum Order Total", "Maksymalna wartość zamówienia"
"Set the order status for Authorized Payments", "Ustaw status zamówienia dla autoryzowanych płatności"
"Status Authorized", "Status Autoryzowany"
"Manual Capture", "Ręczne przechwytywanie"
"Enable to authorize payment first, then capture after invoice is sent", "Włącz, aby najpierw autoryzować płatność, a następnie przechwycić po wysłaniu faktury"
"NoPayn helps entrepreneurs with the best, smartest and most efficient payment systems.","NoPayn pomaga przedsiębiorcom dzięki najlepszym, najinteligentniejszym i najbardziej efektywnym systemom płatności."
