"IP Filtering","IP adrese(s) testēšanai."
"Limit & Sorting","Riska iestatījumi un kārtošana"
"Live","Tiešraide"
"Minimum Order Total","Minimālā pasūtījuma summa"
"New order email sent","Nosūtīts jauna pasūtījuma e-pasts"
"No order found for transaction id %1","Nav atrasts pasūtījums ar darījuma ID %1"
"Notified customer about invoice #%1","Klients informēts par rēķinu #%1"
"Order not found","Pasūtījums nav atrasts"
"OrderId not set","Pasūtījuma ID nav iestatīts"
"Payment Description","Maksājuma apraksts"
"Payment failed with an error","Maksājums neizdevās ar kļūdu"
"Payment from Applicable Countries","Atļaut maksājumu no piemērojamām valstīm"
"Payment from Specific Countries","Atļaut maksājumu no konkrētām valstīm"
"Payment instructions:","Maksājuma instrukcijas:"
"Payment is cancelled","Maksājums ir atcelts"
"Payment is completed","Maksājums ir pabeigts"
"Payment is pending","Maksājums gaida apstiprinājumu"
"Place Order","Veikt pasūtījumu"
"Please use the following payment information:","Lūdzu, izmantojiet šādu maksājuma informāciju:"
"Product","Produkts"
"Reference: %1","Atsauce: %1"
"Resolves issue when curl.cacert path is not set in PHP.ini","Atrisina problēmu, kad curl.cacert ceļš nav iestatīts PHP.ini"
"Send Invoice Email","Nosūtīt rēķina e-pastu"
"Send order mail","Nosūtīt pasūtījuma apstiprinājuma e-pastu pircējam"
"Set the notification for to Notify the customer with the Invoice","Nosūtīt rēķina e-pastu jūsu klientam"
"Set the order status before the customer is redirected to Payment Gateway","Iestatīt pasūtījuma statusu pirms klients tiek novirzīts uz maksājumu vārteju"
"Set the order status for Completed Payments","Iestatīt pasūtījuma statusu pabeigtiem maksājumiem"
"Settings","Iestatījumi"
"Something went wrong.","Kaut kas nogāja greizi."
"Sort Order","Kārtošanas secība"
"Status Pending","Statuss Gaida"
"Status Processing","Statuss Apstrādē"
"Test API Key","Testa API atslēga"
"Test","Tests"
"Thank you for your purchase!","Jūsu pasūtījums ir veiksmīgi veikts. Paldies par jūsu pasūtījumu!"
"The order was canceled","Pasūtījums tika atcelts"
"There was an error checking the transaction status.","Radās kļūda, pārbaudot darījuma statusu."
"There was a problem processing your payment because it expired. Please try again.","Radās problēma, apstrādājot jūsu maksājumu, jo tas ir beidzies. Lūdzu, mēģiniet vēlreiz."
"There was a problem processing your payment because it failed. Please try again.","Radās problēma, apstrādājot jūsu maksājumu, jo tas neizdevās. Lūdzu, mēģiniet vēlreiz."
"There was a problem processing your payment because it has been cancelled. Please try again.","Radās problēma, apstrādājot jūsu maksājumu, jo tas ir atcelts. Lūdzu, mēģiniet vēlreiz."
"Title","Nosaukums"
"Transaction Error","Darījuma kļūda"
"Transaction not found","Darījums nav atrasts"
"Use %id% for order increment id","Izmantojiet %id% pasūtījuma pieauguma ID"
"Version","Versija"
"Webhook URL","Webhook URL"
"When activated the debug file will be located in: var/log/gingerpay/debug.log","Kad atkļūdošanas iestatījumi ir aktivizēti, atkļūdošanas fails atradīsies: var/log/nopayn"
"Your order has been received. Thank you for your purchase! We will dispatch your order as soon as possible. For any questions, please contact our customer support.","Jūsu pasūtījums ir saņemts. Paldies par jūsu pirkumu! Mēs nosūtīsim jūsu pasūtījumu pēc iespējas ātrāk. Ja jums ir kādi jautājumi, lūdzu, sazinieties ar mūsu klientu atbalstu."
"Your order has been received.","Jūsu pasūtījums ir saņemts."
"Your order %id% at %name%","Jūsu pasūtījums %id% veikalā %name%"
"API Key is not valid: NoPayn Online payment methods deactivated","API atslēga nav derīga: NoPayn maksājumu metodes ir deaktivizētas"
"Refund is not completed.","Atmaksa nav pabeigta."
"Male","Vīrietis"
"Female","Sieviete"
"Please select your gender","Lūdzu, izvēlieties savu dzimumu"
"Enter your date of birth","Ievadiet savu dzimšanas datumu"
"our shop","mūsu veikals"
"Some payments will be missing. To use them, set %1 in Stores -> Configuration -> General -> Currency setup", "Daži maksājumi būs trūkstoši. Lai tos izmantotu, iestatiet %1 sadaļā Veikali -> Konfigurācija -> Vispārīgi -> Valūtas iestatījumi"
"Show Payment Logo's", "Rādīt maksājumu logotipus"
"Maximum Order Total", "Maksimālā pasūtījuma summa"
"Set the order status for Authorized Payments", "Iestatīt pasūtījuma statusu autorizētiem maksājumiem"
"Status Authorized", "Statuss Autorizēts"
"Manual Capture", "Manuāla uztveršana"
"Enable to authorize payment first, then capture after invoice is sent", "Iespējot, lai vispirms autorizētu maksājumu, pēc tam uztvertu pēc rēķina nosūtīšanas"
"NoPayn helps entrepreneurs with the best, smartest and most efficient payment systems.","NoPayn palīdz uzņēmējiem ar labākajām, viedākajām un efektīvākajām maksājumu sistēmām."
