"There was a problem processing your payment because it expired. Please try again.","Si è verificato un problema durante l'elaborazione del pagamento perché è scaduto. Per favore, riprova."
"There was a problem processing your payment because it failed. Please try again.","Si è verificato un problema durante l'elaborazione del pagamento perché è fallito. Per favore, riprova."
"There was a problem processing your payment because it has been cancelled. Please try again.","Si è verificato un problema durante l'elaborazione del pagamento perché è stato annullato. Per favore, riprova."
"Title","Titolo"
"Transaction Error","Errore di Transazione"
"Transaction not found","Transazione non trovata"
"Use %id% for order increment id","Usa %id% per l'ID incrementale dell'ordine"
"Version","Versione"
"Webhook URL","URL del Webhook"
"When activated the debug file will be located in: var/log/gingerpay/debug.log","Quando le impostazioni di debug sono attivate, il file di debug si troverà in: var/log/nopayn"
"Your order has been received. Thank you for your purchase! We will dispatch your order as soon as possible. For any questions, please contact our customer support.","Il tuo ordine è stato ricevuto. Grazie per il tuo acquisto! Spediremo il tuo ordine il prima possibile. Per qualsiasi domanda, contatta il nostro servizio clienti."
"Your order has been received.","Il tuo ordine è stato ricevuto."
"Your order %id% at %name%","Il tuo ordine %id% presso %name%"
"API Key is not valid: NoPayn Online payment methods deactivated","La chiave API non è valida: metodi di pagamento NoPayn disattivati"
"Refund is not completed.","Il rimborso non è completato."
"Male","Maschio"
"Female","Femmina"
"Please select your gender","Seleziona il tuo genere"
"Enter your date of birth","Inserisci la tua data di nascita"
"our shop","il nostro negozio"
"Some payments will be missing. To use them, set %1 in Stores -> Configuration -> General -> Currency setup", "Alcuni pagamenti mancheranno. Per utilizzarli, imposta %1 in Negozi -> Configurazione -> Generale -> Configurazione valuta"
"Show Payment Logo's", "Mostra loghi di pagamento"
"Maximum Order Total", "Totale massimo dell'ordine"
"Set the order status for Authorized Payments", "Imposta lo stato dell'ordine per i Pagamenti Autorizzati"
"Status Authorized", "Stato Autorizzato"
"Manual Capture", "Cattura Manuale"
"Enable to authorize payment first, then capture after invoice is sent", "Abilita per autorizzare prima il pagamento, quindi cattura dopo l'invio della fattura"
"NoPayn helps entrepreneurs with the best, smartest and most efficient payment systems.","NoPayn aiuta gli imprenditori con i sistemi di pagamento migliori, più intelligenti e più efficienti."
