"Resolves issue when curl.cacert path is not set in PHP.ini","Resuelve el problema cuando la ruta curl.cacert no está configurada en PHP.ini"
"Send Invoice Email","Enviar correo electrónico de factura"
"Send order mail","Enviar un correo electrónico de confirmación de pedido al comprador"
"Set the notification for to Notify the customer with the Invoice","Enviar un correo electrónico de factura a su cliente"
"Set the order status before the customer is redirected to Payment Gateway","Establecer el estado del pedido antes de que el cliente sea redirigido a la Pasarela de Pago"
"Set the order status for Completed Payments","Establecer el estado del pedido para Pagos Completados"
"Settings","Configuración"
"Something went wrong.","Algo salió mal."
"Sort Order","Orden de clasificación"
"Status Pending","Estado Pendiente"
"Status Processing","Estado Procesando"
"Test API Key","Clave API de Prueba"
"Test","Prueba"
"Thank you for your purchase!","¡Su pedido ha sido realizado con éxito. Gracias por su pedido!"
"The order was canceled","El pedido fue cancelado"
"There was an error checking the transaction status.","Hubo un error al verificar el estado de la transacción."
"There was a problem processing your payment because it expired. Please try again.","Hubo un problema al procesar su pago porque expiró. Por favor, inténtelo de nuevo."
"There was a problem processing your payment because it failed. Please try again.","Hubo un problema al procesar su pago porque falló. Por favor, inténtelo de nuevo."
"There was a problem processing your payment because it has been cancelled. Please try again.","Hubo un problema al procesar su pago porque ha sido cancelado. Por favor, inténtelo de nuevo."
"Title","Título"
"Transaction Error","Error de Transacción"
"Transaction not found","Transacción no encontrada"
"Use %id% for order increment id","Use %id% para el ID de incremento del pedido"
"Version","Versión"
"Webhook URL","URL del Webhook"
"When activated the debug file will be located in: var/log/gingerpay/debug.log","Cuando se activan los ajustes de depuración, el archivo de depuración se ubicará en: var/log/nopayn"
"Your order has been received. Thank you for your purchase! We will dispatch your order as soon as possible. For any questions, please contact our customer support.","Su pedido ha sido recibido. ¡Gracias por su compra! Enviaremos su pedido lo antes posible. Para cualquier pregunta, póngase en contacto con nuestro servicio de atención al cliente."
"Your order has been received.","Su pedido ha sido recibido."
"Your order %id% at %name%","Su pedido %id% en %name%"
"API Key is not valid: NoPayn Online payment methods deactivated","La clave API no es válida: métodos de pago NoPayn desactivados"
"Refund is not completed.","El reembolso no está completado."
"Male","Masculino"
"Female","Femenino"
"Please select your gender","Por favor, seleccione su género"
"Enter your date of birth","Introduzca su fecha de nacimiento"
"our shop","nuestra tienda"
"Some payments will be missing. To use them, set %1 in Stores -> Configuration -> General -> Currency setup", "Algunos pagos faltarán. Para usarlos, configure %1 en Tiendas -> Configuración -> General -> Configuración de moneda"
"Show Payment Logo's", "Mostrar logotipos de pago"
"Maximum Order Total", "Total máximo del pedido"
"Set the order status for Authorized Payments", "Establecer el estado del pedido para Pagos Autorizados"
"Status Authorized", "Estado Autorizado"
"Manual Capture", "Captura Manual"
"Enable to authorize payment first, then capture after invoice is sent", "Habilitar para autorizar el pago primero, luego capturar después de enviar la factura"
"NoPayn helps entrepreneurs with the best, smartest and most efficient payment systems.","NoPayn ayuda a los emprendedores con los sistemas de pago más eficientes, inteligentes y mejores."
