"Status Processing","Status În procesare"
"Test API Key","Cheie API de test"
"Test","Test"
"Thank you for your purchase!","Comanda dvs. a fost plasată cu succes. Vă mulțumim pentru comanda dvs.!"
"The order was canceled","Comanda a fost anulată"
"There was an error checking the transaction status.","A apărut o eroare la verificarea stării tranzacției."
"There was a problem processing your payment because it expired. Please try again.","A apărut o problemă la procesarea plății dvs. deoarece a expirat. Vă rugăm să încercați din nou."
"There was a problem processing your payment because it failed. Please try again.","A apărut o problemă la procesarea plății dvs. deoarece a eșuat. Vă rugăm să încercați din nou."
"There was a problem processing your payment because it has been cancelled. Please try again.","A apărut o problemă la procesarea plății dvs. deoarece a fost anulată. Vă rugăm să încercați din nou."
"Title","Titlu"
"Transaction Error","Eroare de tranzacție"
"Transaction not found","Tranzacția nu a fost găsită"
"Use %id% for order increment id","Utilizați %id% pentru ID-ul incremental al comenzii"
"Version","Versiune"
"Webhook URL","URL Webhook"
"When activated the debug file will be located in: var/log/gingerpay/debug.log","Când setările de depanare sunt activate, fișierul de depanare va fi localizat în: var/log/nopayn"
"Your order has been received. Thank you for your purchase! We will dispatch your order as soon as possible. For any questions, please contact our customer support.","Comanda dvs. a fost primită. Vă mulțumim pentru achiziție! Vom expedia comanda dvs. cât mai curând posibil. Pentru orice întrebări, vă rugăm să contactați serviciul nostru de asistență pentru clienți."
"Your order has been received.","Comanda dvs. a fost primită."
"Your order %id% at %name%","Comanda dvs. %id% la %name%"
"API Key is not valid: NoPayn Online payment methods deactivated","Cheia API nu este validă: metodele de plată NoPayn sunt dezactivate"
"Refund is not completed.","Rambursarea nu este finalizată."
"Male","Masculin"
"Female","Feminin"
"Please select your gender","Vă rugăm să selectați genul dvs."
"Enter your date of birth","Introduceți data dvs. de naștere"
"our shop","magazinul nostru"
"Some payments will be missing. To use them, set %1 in Stores -> Configuration -> General -> Currency setup", "Unele plăți vor lipsi. Pentru a le utiliza, setați %1 în Magazine -> Configurare -> General -> Configurare monedă"
"Show Payment Logo's", "Afișați logo-urile de plată"
"Maximum Order Total", "Total maxim comandă"
"Set the order status for Authorized Payments", "Setați starea comenzii pentru plățile autorizate"
"Status Authorized", "Status Autorizat"
"Manual Capture", "Captură manuală"
"Enable to authorize payment first, then capture after invoice is sent", "Activați pentru a autoriza plata mai întâi, apoi capturați după trimiterea facturii"
"NoPayn helps entrepreneurs with the best, smartest and most efficient payment systems.","NoPayn ajută antreprenorii cu cele mai bune, mai inteligente și mai eficiente sisteme de plată."
