"Your order %id% at %name%","Seu pedido %id% em %name%"
"API Key is not valid: NoPayn Online payment methods deactivated","A chave API não é válida: métodos de pagamento NoPayn desativados"
"Refund is not completed.","O reembolso não está concluído."
"Male","Masculino"
"Female","Feminino"
"Please select your gender","Por favor, selecione seu gênero"
"Enter your date of birth","Digite sua data de nascimento"
"our shop","nossa loja"
"Some payments will be missing. To use them, set %1 in Stores -> Configuration -> General -> Currency setup", "Alguns pagamentos estarão faltando. Para usá-los, defina %1 em Lojas -> Configuração -> Geral -> Configuração de moeda"
"Show Payment Logo's", "Mostrar logotipos de pagamento"
"Maximum Order Total", "Total máximo do pedido"
"Set the order status for Authorized Payments", "Definir o status do pedido para Pagamentos Autorizados"
"Status Authorized", "Status Autorizado"
"Manual Capture", "Captura Manual"
"Enable to authorize payment first, then capture after invoice is sent", "Habilitar para autorizar o pagamento primeiro, depois capturar após o envio da fatura"
"NoPayn helps entrepreneurs with the best, smartest and most efficient payment systems.","NoPayn ajuda empreendedores com os sistemas de pagamento mais eficientes, inteligentes e melhores."
