"Set the order status for Completed Payments","Bestellstatus einstellen für erfolgreich abgeschlossene Zahlungen"
"Settings","Einstellungen"
"Something went wrong.","Leider ist ein Fehler bei der Verarbeitung Ihrer Bezahlung aufgetreten."
"Sort Order","Sortierung"
"Status Pending","Status Ausstehend"
"Status Processing","Status Verarbeitung"
"Test API Key","Test API Schlüssel"
"Test","Test"
"Thank you for your purchase!","Vielen Dank für Ihren Einkauf!"
"The order was canceled","Die Bestellung wurde annuliert"
"There was an error checking the transaction status.","Es gab einen Fehler den Transaktionsstatus zu überprüfen."
"There was a problem processing your payment because it expired. Please try again.","Leider ist ein Fehler bei der Verarbeitung Ihrer Bezahlung aufgetreten weil es abgelaufen ist. Bitte noch einmal zu versuchen."
"There was a problem processing your payment because it failed. Please try again.","Leider ist ein Fehler bei der Verarbeitung Ihrer Bezahlung aufgetreten weil es ausgefallen ist. Bitte noch einmal zu versuchen."
"There was a problem processing your payment because it has been cancelled. Please try again.","Leider ist ein Fehler bei der Verarbeitung Ihrer Bezahlung aufgetreten weil es abgebrochen wurde. Bitte noch einmal zu versuchen."
"Title","Titel"
"Transaction Error","Transaktionsfehler"
"Transaction not found","Transaktion nicht gefunden"
"Use %id% for order increment id","Benutzen Sie %id% für die Inkrementierung der Bestell-ID"
"Version","Version"
"Webhook URL","Webhook URL"
"When activated the debug file will be located in: var/log/gingerpay/debug.log","Wenn die Debug-Einstellungen aktiviert sind, befindet sich die Debug-Datei in: var/log/nopayn.log"
"Your order has been received. Thank you for your purchase! We will dispatch your order as soon as possible. For any questions, please contact our customer support.","Ihre Bestellung wurde empfangen. Vielen Dank für Ihren Einkauf! Wir können Ihre Bestellung so schnell wie möglich versenden werden. Bei Fragen wenden Sie sich bitte an unseren Kundendienst."
"Your order has been received.","Ihre Bestellung wurde empfangen."
"Your order %id% at %name%","Ihre bestellung %id% bei %name%"
"API Key is not valid: NoPayn payment methods deactivated","API Key ist nicht gültig: NoPayn Zahlungsmethoden deaktiviert"
"Refund is not completed.","Rückerstattung ist nicht abgeschlossen."
"Male","Männlich"
"Female","Weiblich"
"Please select your gender","Bitte wähle dein Geschlecht aus"
"Enter your date of birth","Gib dein Geburtsdatum ein"
"our shop","unser laden"
"Some payments will be missing. To use them, set %1 in Stores -> Configuration -> General -> Currency setup", "Einige Zahlungen werden fehlen. Um sie zu verwenden, stellen Sie %1 in Stores -> Configuration -> General -> Currency setup ein"
"Show Payment Logo's", "Zahlungslogos anzeigen"
"Maximum Order Total", "Maximaler Bestellwert"
"Set the order status for Authorized Payments", "Bestellstatus für autorisierte Zahlungen festlegen"
"Status Authorized", "Status Genehmigt"
"Manual Capture", "Manuelle Erfassung"
"Enable to authorize payment first, then capture after invoice is sent", "Ermöglichen Sie die Autorisierung der Zahlung zuerst und erfassen Sie sie dann nach dem Versand der Rechnung"
"NoPayn helps entrepreneurs with the best, smartest and most efficient payment systems.", "NoPayn hilft Unternehmern mit den besten, intelligentesten und effizientesten Zahlungssystemen."
